baseline,orbit_from,orbit_to,handover_time_s,lead_time_s,loss,n_runs,n_converged,t90_median_us,t90_p25_us,t90_p75_us,goodput_mean_bytes,goodput_ci95_bytes,peak_queue_median
0,0,2,30,5,0,30,0,0.0,0.0,0.0,5368586.0,0.0,33120391.0
4,0,2,30,5,0,30,30,3564755.0,3564755.0,3564755.0,43407174.0,0.0,764972.0
