F3,0,BBR-SAT,CUBIC
F3,0,1,0,0,1.0000
F3,0,2,1975616,1444360,0.9764
F3,0,3,4557776,5221736,0.9954
F3,0,4,5187256,3162264,0.9444
F3,0,5,4903032,4353008,0.9965
F3,0,6,4914384,4374520,0.9966
F3,0,7,4914392,4543144,0.9985
F3,0,8,4903096,4813040,0.9999
F3,0,9,4756800,5015352,0.9993
F3,0,10,4577008,5195416,0.9960
F3,0,11,4666920,5105384,0.9980
F3,0,12,4442152,5330648,0.9918
F3,0,13,3486232,6275472,0.9245
F3,0,14,4195152,5578288,0.9804
F3,0,15,2226840,4408560,0.9024
F3,0,16,1079632,157384,0.6427
F3,0,17,1720672,0,0.5000
F3,0,18,1450832,15754192,0.5913
F3,0,19,10581984,11459552,0.9984
F3,0,20,1394592,2755256,0.9029
F3,0,21,2631584,3981152,0.9600
F3,0,22,7433704,11122432,0.9620
F3,0,23,3531424,6230368,0.9290
F3,0,24,3722552,6050536,0.9463
F3,0,25,3688720,6084096,0.9433
F3,0,26,3463824,6309144,0.9219
F3,0,27,3722552,6050432,0.9463
F3,0,28,3385064,6376640,0.9141
F3,0,29,3722512,6050440,0.9463
F3,0,30,3632472,6140504,0.9382
F3,0,31,3317704,6455296,0.9066
F3,0,32,1338232,2114272,0.9519
F3,0,33,2057936,3745040,0.9221
F3,0,34,7433024,12618024,0.9373
F3,0,35,1484376,2148088,0.9677
F3,0,36,1484296,3610040,0.8517
F3,0,37,157472,798520,0.6898
F3,0,38,11379648,18014720,0.9515
F3,0,39,3553416,6219200,0.9307
F3,0,40,3767272,6005528,0.9502
F3,0,41,3688312,6084112,0.9433
F3,0,42,3688360,6072952,0.9437
F3,0,43,3643360,6129192,0.9392
F3,0,44,3699488,6072952,0.9443
F3,0,45,3688376,6084200,0.9433
F3,0,46,3587088,6185432,0.9340
F3,0,47,1697976,3565088,0.8882
F3,0,48,2361368,157472,0.5664
F3,0,49,2608832,5038304,0.9083
F3,0,50,292448,1833152,0.6556
F3,0,51,3676968,6938880,0.9137
F3,0,52,7803440,11111176,0.9703
F3,0,53,123728,10402120,0.5119
F3,0,54,7758312,12786568,0.9435
F3,0,55,3261264,6511736,0.9004
F3,0,56,1158256,2204248,0.9118
F3,0,57,6454376,4824688,0.9796
F3,0,58,3182464,11480360,0.7574
F3,0,59,3407600,6365336,0.9161
F3,0,60,3542392,6230488,0.9297
F3,0,61,3710920,6050368,0.9457
F3,0,62,3665904,6106696,0.9413
F3,0,63,3722144,6050456,0.9463
F3,0,64,3620952,6151688,0.9372
F3,0,65,3564656,6207928,0.9318
F3,0,66,3665920,6106648,0.9413
F3,0,67,3441056,6320408,0.9200
F3,0,68,1023280,1720680,0.9393
F3,0,69,3013696,13788016,0.7086
F3,0,70,2215424,7557728,0.7699
F3,0,71,686040,1709504,0.8456
F3,0,72,1968024,5330840,0.8249
F3,0,73,67400,0,0.5000
F3,0,74,3609416,7782168,0.8817
F3,0,75,9344600,18339992,0.9045
F3,0,76,168720,584808,0.7663
F3,0,77,0,7816176,0.5000
F3,0,78,10446848,10301272,1.0000
F3,0,79,3250008,6522928,0.8992
F3,0,80,3216064,6545280,0.8958
F3,0,81,3463728,6309248,0.9218
F3,0,82,371088,967152,0.8345
F3,0,83,7613248,10593608,0.9739
F3,0,84,4161024,5611800,0.9784
F3,0,85,3868592,5893008,0.9588
F3,0,86,3868608,5904232,0.9584
F3,0,87,3857272,5915480,0.9575
F3,0,88,3879856,5892984,0.9593
F3,0,89,3891104,5881736,0.9602
F3,0,90,3868608,5892984,0.9588
