baseline,orbit_from,orbit_to,handover_time_s,lead_time_s,loss,seed,run_id,t90_us,goodput_bytes,peak_queue,converged,ss_mean_bps,ss_stddev_bps
0,0,2,30,0,0,478163327,0,0,5368586,33120391,0,0,0
0,0,2,30,0,0,1051802512,3,0,5368586,33120391,0,0,0
0,0,2,30,0,0,599310825,5,0,5368586,33120391,0,0,0
0,0,2,30,0,0,1181241943,2,0,5368586,33120391,0,0,0
0,0,2,30,0,0,958682846,4,0,5368586,33120391,0,0,0
0,0,2,30,0,0,107420369,1,0,5368586,33120391,0,0,0
0,0,2,30,0,0,440213415,6,0,5368586,33120391,0,0,0
0,0,2,30,2,0,127978094,0,0,5368586,33120391,0,0,0
0,0,2,30,0,0,1812140441,8,0,5368586,33120391,0,0,0
0,0,2,30,0,0,373399426,7,0,5368586,33120391,0,0,0
0,0,2,30,0,0,136505587,9,0,5368586,33120391,0,0,0
0,0,2,30,2,0,402418010,1,0,5368586,33120391,0,0,0
0,0,2,30,2,0,854001193,5,0,5368586,33120391,0,0,0
0,0,2,30,2,0,113971123,4,0,5368586,33120391,0,0,0
0,0,2,30,2,0,1801823908,6,0,5368586,33120391,0,0,0
0,0,2,30,2,0,939042955,2,0,5368586,33120391,0,0,0
0,0,2,30,2,0,946785248,7,0,5368586,33120391,0,0,0
0,0,2,30,2,0,999270936,3,0,5368586,33120391,0,0,0
0,0,2,30,2,0,1194819984,9,0,5368586,33120391,0,0,0
0,0,2,30,5,0,685731524,1,0,5368586,33120391,0,0,0
0,0,2,30,2,0,1929338154,8,0,5368586,33120391,0,0,0
0,0,2,30,5,0,27911967,0,0,5368586,33120391,0,0,0
0,0,2,30,5,0,1461364854,3,0,5368586,33120391,0,0,0
0,0,2,30,5,0,1815115025,2,0,5368586,33120391,0,0,0
0,0,2,30,5,0,924765563,6,0,5368586,33120391,0,0,0
0,0,2,30,5,0,1193448329,4,0,5368586,33120391,0,0,0
0,0,2,30,5,0,438989805,8,0,5368586,33120391,0,0,0
0,0,2,30,5,0,1445662585,7,0,5368586,33120391,0,0,0
0,0,2,30,5,0,398340369,9,0,5368586,33120391,0,0,0
0,0,2,30,5,0,667779376,5,0,5368586,33120391,0,0,0
0,0,2,30,10,0,415393687,1,0,5368586,33120391,0,0,0
0,0,2,30,10,0,1631775357,0,0,5368586,33120391,0,0,0
0,0,2,30,10,0,1136108454,4,0,5368586,33120391,0,0,0
0,0,2,30,10,0,1541804686,2,0,5368586,33120391,0,0,0
0,0,2,30,10,0,1477278577,3,0,5368586,33120391,0,0,0
0,0,2,30,10,0,186618211,5,0,5368586,33120391,0,0,0
0,0,2,30,10,0,1973214822,6,0,5368586,33120391,0,0,0
0,0,2,30,10,0,1625792787,8,0,5368586,33120391,0,0,0
0,0,2,30,10,0,536124280,7,0,5368586,33120391,0,0,0
0,0,2,30,20,0,1259191105,0,0,5368586,33120391,0,0,0
0,0,2,30,10,0,338444264,9,0,5368586,33120391,0,0,0
0,0,2,30,20,0,1553210608,1,0,5368586,33120391,0,0,0
0,0,2,30,20,0,825873196,2,0,5368586,33120391,0,0,0
0,0,2,30,20,0,298737106,3,0,5368586,33120391,0,0,0
0,0,2,30,20,0,196814233,4,0,5368586,33120391,0,0,0
0,0,2,30,20,0,978815630,5,0,5368586,33120391,0,0,0
0,0,2,30,20,0,342703921,7,0,5368586,33120391,0,0,0
0,0,2,30,20,0,1242911821,6,0,5368586,33120391,0,0,0
0,0,2,30,20,0,999829240,8,0,5368586,33120391,0,0,0
0,0,2,30,20,0,433797840,9,0,5368586,33120391,0,0,0
0,0,2,30,30,0,1632629719,0,0,5368586,33120391,0,0,0
0,0,2,30,30,0,1193887545,1,0,5368586,33120391,0,0,0
0,0,2,30,30,0,1566942273,3,0,5368586,33120391,0,0,0
0,0,2,30,30,0,1947382419,2,0,5368586,33120391,0,0,0
0,0,2,30,30,0,698594025,4,0,5368586,33120391,0,0,0
0,0,2,30,30,0,1589915144,5,0,5368586,33120391,0,0,0
0,0,2,30,30,0,1525876051,6,0,5368586,33120391,0,0,0
0,0,2,30,30,0,899825838,7,0,5368586,33120391,0,0,0
0,0,2,30,30,0,306671447,9,0,5368586,33120391,0,0,0
0,0,2,60,0,0,735034881,0,0,6258082,36638988,0,0,0
0,0,2,30,30,0,1146660997,8,0,5368586,33120391,0,0,0
0,0,2,60,0,0,1051454923,1,0,6258082,36638988,0,0,0
0,0,2,60,0,0,701808367,2,0,6258082,36638988,0,0,0
0,0,2,60,0,0,1985392498,3,0,6258082,36638988,0,0,0
0,0,2,60,0,0,943239974,6,0,6258082,36638988,0,0,0
0,0,2,60,0,0,1159417075,5,0,6258082,36638988,0,0,0
0,0,2,60,0,0,1629748727,4,0,6258082,36638988,0,0,0
0,0,2,60,0,0,1392783743,7,0,6258082,36638988,0,0,0
0,0,2,60,0,0,983753977,9,0,6258082,36638988,0,0,0
0,0,2,60,0,0,240251661,8,0,6258082,36638988,0,0,0
0,0,2,60,2,0,1354860540,1,0,6258082,36638988,0,0,0
0,0,2,60,2,0,137869475,0,0,6258082,36638988,0,0,0
0,0,2,60,2,0,1149938334,3,0,6258082,36638988,0,0,0
0,0,2,60,2,0,284277889,4,0,6258082,36638988,0,0,0
0,0,2,60,2,0,1722989659,2,0,6258082,36638988,0,0,0
0,0,2,60,2,0,1351531223,6,0,6258082,36638988,0,0,0
0,0,2,60,2,0,906164396,5,0,6258082,36638988,0,0,0
0,0,2,60,2,0,2144181937,8,0,6258082,36638988,0,0,0
0,0,2,60,2,0,913224047,7,0,6258082,36638988,0,0,0
0,0,2,60,2,0,1699226064,9,0,6258082,36638988,0,0,0
0,0,2,60,5,0,1970753705,0,0,6258082,36638988,0,0,0
0,0,2,60,5,0,613628803,1,0,6258082,36638988,0,0,0
0,0,2,60,5,0,1137651678,2,0,6258082,36638988,0,0,0
0,0,2,60,5,0,599707677,3,0,6258082,36638988,0,0,0
0,0,2,60,5,0,1059257080,4,0,6258082,36638988,0,0,0
0,0,2,60,5,0,1840109255,6,0,6258082,36638988,0,0,0
0,0,2,60,5,0,1128466620,5,0,6258082,36638988,0,0,0
